also_consider,attribution,attrs,available_for_demo,available_to_buy_online,blueprint,content,date_of_review,description,description_text,enabled,excerpt,featured_description,featured_in_product_category,filename,has_files,href,id,level,link,local_only,manufacturer,marks,monthly_feature,monthly_featuree,pairs_well_with,price,product-categories,product-category,product_hero_image,published,quote,quote_attribution,quote_text,reivews_set,rel,shipping,show_price,specs,specs_text,system_category,target,text,textAlign,title,type,updated_at,updated_by
,,,true,true,product,,,,,,,,,atalante-4,,,5b6b3f59-f450-4335-9f69-b74fb88a4ad4,,,false,109ca9c7-24bb-4bcc-ad6a-a632714c898d,,,,,4795,speakers,,ATALANTE-4_jpg_web_3-800x800.webp,,,,,,,200,true,,,speakers,,"""Net Weight38 kg.\_(83.75\_lbs.)""",,"'Atalante 4'",text,1743521219,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'The Ear'",,true,true,product,,,,,true,,,,atalante-5-w-stands,,,1Eg8Jx5K,,'https://the-ear.net/review-hardware/revival-audio-atalante-5-speakers-en/',false,109ca9c7-24bb-4bcc-ad6a-a632714c898d,,,,,5890,speakers,,A5-Product-Shot-5-800x800-1716052589.webp,,"'I would sum up the performance of the Atalante 5 as full-bodied, detailed, and dynamic, with a wide and deep soundstage.'","'The Ear'","'I would sum up the performance of the Atalante 5 as full-bodied, detailed, and dynamic, with a wide and deep soundstage.'",,,200,true,,,speakers,,"""I would sum up the performance of the Atalante 5 as full-bodied, detailed, and dynamic, with a wide and deep soundstage. They sounded good with all types of music and often provided an entertaining rendition of poor recordings.\_""",,"'Atalante 5 w/Stands'",Review,1743520882,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,atalante-7-evo,,,63f4771c-3d0b-419e-b492-95853bfd75ca,,,false,109ca9c7-24bb-4bcc-ad6a-a632714c898d,,,,,9995,speakers,,14441_revival_audio_atalante7_angle10_walnut_low.webp,,,,,,,400,true,,,speakers,,"'Without Stand: 54.6 kg (126.55 lbs.)'",,"'Atalante 7 Evo'",text,1743275740,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,false,product,,,,,,,,,atc-5s,,,1445245d-0b07-4138-9491-ff5ed3dcceb3,3,,true,a5b24f51-823f-454e-9221-4feaa4b06ef8,,,,,14575,pre-amps,,atc5-image5-2023-2-(1).png,,,,,,,,true,,,preamplifiers,,9kgs(tentative),,ATC-5S,text,1702572434,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Absolute Sound'",,true,false,product,,,,,true,,,,atm-300r,,,dcb426c0-bb1f-4674-aca8-88199399a91f,,'https://www.theabsolutesound.com/articles/air-tight-atm-300r-power-amplifier/',true,a5b24f51-823f-454e-9221-4feaa4b06ef8,,,,,21775,power-amplifiers,,119tight.promo_-1702571468.jpg,,"'The Air Tight ATM-300R wowed me with countless hours of listening pleasure. It consistently brought to life the full sonic promise of the 300B, and fully justified its reference appellation.'","'Absolute Sound'","'The Air Tight ATM-300R wowed me with countless hours of listening pleasure. It consistently brought to life the full sonic promise of the 300B, and fully justified its reference appellation.'",,,,true,,,amplification,,"'The Air Tight ATM-300R wowed me with countless hours of listening pleasure. It consistently brought to life the full sonic promise of the 300B, and fully justified its reference appellation.'",,ATM-300R,Review,1702571946,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,aurora-10-15m,,,4b49b9ef-cc81-4a0f-b665-3f15fcc66084,,,false,828aa14b-9f0c-418a-af54-2ec585b70f2a,,,,,220,power-cables,,aup10_hero.webp,,,,,,,30,true,,,cables,,"'Aurora power conditioning cord is an upgrade over the Stratus that adds silver on the OFC conductors to provide more vivid tone color and greater 3D imaging precision. Thanks to the breakthrough upgrade of COMPOSILEX 5 insulation, this high-end power cord compares favorably with some of the world’s most expensive audiophile power cords. The flexible flat design bends and coils easily, so excess length is never an issue. That advantage is especially helpful because Wireworld power cords function as filters and longer lengths provide higher performance.'",,"'Aurora 10, 1.5M'",text,1751397745,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'What HiFi'",,true,true,product,,'2020-07-24',,,true,,,,axc35-cd-player,,,I4L8LQrT,,'https://www.whathifi.com/reviews/cambridge-audio-axc35',false,c6c9a7b2-9411-4aef-9327-2da9347a5437,,,,,449,cd-players,,axc35_packshots_img_01.jpg,,"""'Build quality is superb and Cambridge Audio hasn’t cut any corners on the sound quality either. Highly recommended.'""","'Forbes Magazine'","""'Build quality is superb and Cambridge Audio hasn’t cut any corners on the sound quality either. Highly recommended.'""",,,40,true,,,source,,"'Cambridge Audio has delivered a slim, fuss-free CD player that fits beautifully within its AX range. It presents enough clarity and detail for a perfectly capable, listenable sound at the price. The Cambridge Audio player is still a worthy proposition. If you want your hi-fi components to assimilate rather than dominate your decor, the Cambridge Audio AXC35 remains a solid, budget-friendly solution.'",,AXC35,hardBreak,1749143778,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,ayazi-dac-mk2,,,c4cb1361-9884-46a0-b3ba-9662fe242b9f,2,,false,96bb6745-26dc-4dfa-a891-87869d6fd27b,,,,,4200,dacs,,dsc_0159.png,,,,,,,60,true,,,source,,"'We believe we have a sonic winner!'",,"'Ayazi DAC Mk2'",text,1752938275,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,6moons,,true,true,product,,,,,true,,,,bathys,,,da0c50c9-a033-4e26-a1db-2f152bb026ea,,'https://www.moon-audio.com/focal-bathys-wireless-headphone-review?gclid=Cj0KCQjwqoibBhDUARIsAH2OpWjLJSmirkQ8qBus3MqzU8hno9y-UUSQGp2uAOssNHC22KROC9znmrcaAqnsEALw_wcB',false,3064152a-a1d8-4386-8c9f-ee85ab1f1c04,,,,,799,headphones,,Bathys_casque-2022.png,,"'And then I listened to the same music with the Bathys connected to my desktop computer in USB DAC mode. This brought things from really good to even better. There was an unmistakable boost in clarity. Strings sounded more defined. Vocal harmonies were more distinct. The sound was more open.'",6moons,"'And then I listened to the same music with the Bathys connected to my desktop computer in USB DAC mode. This brought things from really good to even better. There was an unmistakable boost in clarity. Strings sounded more defined. Vocal harmonies were more distinct. The sound was more open.'",,,35,true,,,headphones,,"'And then I listened to the same music with the Bathys connected to my desktop computer in USB DAC mode. This brought things from really good to even better. There was an unmistakable boost in clarity. Strings sounded more defined. Vocal harmonies were more distinct. The sound was more open.'",,Bathys,Review,1667403155,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,brio-mk7,,,73b1d110-0d42-414e-9178-9b8cb16b204c,3,,false,721789d8-be8d-44cc-9c35-a5c8b27ddb09,,,,,1095,integrated-amplifiers,,brio_mk7_hero3_(1)-(1).jpg,,,,,,,50,true,,,amplification,,"'4.9kg (10.8lbs)'",,"'Brio Mk7'",text,1749156696,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,c1,,,dc246ee8-e450-4158-8b45-65f19351f5f4,,,false,39b42dbd-b12f-4cbf-a894-82c837f6acad,,,,,16500,speakers,,borresen-c1-2.jpg,,,,,,,300,true,,,speakers,,"'Black or white piano lacquer'",,C1,bold,1731601573,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,c2,,,1080e283-7439-4eeb-9b58-66166c8d450e,,,false,39b42dbd-b12f-4cbf-a894-82c837f6acad,,,,,27500,speakers,,bc02_white_sideskewed_nobg.png,,,,,,,600,true,,,speakers,,"'Black or white high gloss'",,C2,bold,1738855297,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Absolute Sound'",,true,false,product,,,,,true,,,,c22,,'https://www.mcintoshlabs.com/products/preamplifiers/C70AN',b7c09cfe-3613-4344-9847-39cad17a7e45,,'https://www.theabsolutesound.com/articles/mcintosh-mc275-vi-power-amplifier-and-c22-preamplifier',true,8e3632e0-a274-4666-ace2-130c4832b773,,,,,6500,pre-amps,,c22-mk-v-front-top.jpg,,"'Voices. Gorgeous. In combination with Harbeth’s new Monitor 40.2, the best three-way speaker system I’ve ever heard (review forthcoming), these Macs made for some of the richest, most vibrant and beautiful vocal reproduction I’ve ever heard in home playback systems'","'Absolute Sound'","'Voices. Gorgeous. In combination with Harbeth’s new Monitor 40.2, the best three-way speaker system I’ve ever heard (review forthcoming), these Macs made for some of the richest, most vibrant and beautiful vocal reproduction I’ve ever heard in home playback systems'",,null,,false,,,amplification,null,"'Voices. Gorgeous. In combination with Harbeth’s new Monitor 40.2, the best three-way speaker system I’ve ever heard (review forthcoming), these Macs made for some of the richest, most vibrant and beautiful vocal reproduction I’ve ever heard in home playback systems'",,null,Review,1655931065,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,,,,,,,,,,,,c2700-preamplifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,true,true,product,,,,,,,,,c3,,,44274ffc-931d-4f36-873b-45b4fec15fca,,,false,39b42dbd-b12f-4cbf-a894-82c837f6acad,,,,,37500,speakers,,bc03_black_sideskewed_wide_nobg-(1).png,,,,,,,800,true,,,speakers,,"'Black or white high gloss'",,C3,bold,1738855742,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,,,,,,,,,,,,c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,true,true,product,,,,,,,,,cairn,,,caf1cd83-195b-4d02-9b82-b75ae9304bab,,,false,ccbe2ee8-656d-493e-87ef-efeaf1dd41e5,,,,,8500,speakers,,cairn-gallery.jpg,,,,,,,250,true,,,speakers,,"'12.5kg each'",,Cairn,text,1659192188,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Hi-Fi +'",,true,true,product,,'2020-09-16',,,true,,,,carbon-special,,,6191ff86-508d-4c2d-89b6-4c83b3806d5b,,'https://rel.net/wp-content/uploads/2020/08/HIFI189-REL_LR-2.pdf',false,70535a3a-d216-402b-8c58-eef0130d4462,,,,,4399,subwoofers,,trasncarbon_special_silo_tq_grilloff-600x600.png,,|-,"'Hi-Fi +'",|-,,,200,true,,,speakers,,|-,,"'Carbon Special'",text,1652474225,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,Hi-Fi+,,false,true,product,,,,,true,,,,cl120se,,,77f0a3e8-a54a-4e90-ac9a-f4aeba2f5c50,3,'https://hifiplus.com/articles/conrad-johnson-classic-62se-and-classic-120se-power-amplifiers/',false,e733dd29-2f70-4ac1-b171-1d22f8d82336,,,,,12500,power-amplifiers,,conrad-johnson-Classic-120-beauty-with-cage-1080-16-9.jpg,,"'Big amps that can still sound small, that can combine the control and grip that comes with ample power while still retaining the intimacy and deft agility of smaller amps are few and far between, and the c-j Classic 120SE is one of that rare breed. It’s a quality to be cherished.'",Hi-Fi+,"'Big amps that can still sound small, that can combine the control and grip that comes with ample power while still retaining the intimacy and deft agility of smaller amps are few and far between, and the c-j Classic 120SE is one of that rare breed. It’s a quality to be cherished.'",,,200,true,,,amplification,,"""Big amps that can still sound small, that can combine the control and grip that comes with ample power while still retaining the intimacy and deft agility of smaller amps are few and far between, and the c-j Classic 120SE is one of that rare breed. It’s a quality to be\_cherished.""",,CL120SE,Review,1655924963,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,Hi-Fi+,,true,true,product,,,,,true,,,,cl62se,,,d3431257-09aa-450d-b152-3353d279ff18,3,'https://hifiplus.com/articles/conrad-johnson-classic-62se-and-classic-120se-power-amplifiers/',false,e733dd29-2f70-4ac1-b171-1d22f8d82336,,,,,7500,power-amplifiers,,conrad-johnson-Classic62-beauty-with-cage-1080-16-9-1655923361.jpg,,"'But c-j also bring their own special sauce to the standard ultra-linear recipe, adding a healthy dollop of tonal sophistication, harmonic development, instrumental texture, and a well-developed sense of acoustic space.'",Hi-Fi+,"'But c-j also bring their own special sauce to the standard ultra-linear recipe, adding a healthy dollop of tonal sophistication, harmonic development, instrumental texture, and a well-developed sense of acoustic space.'",,,150,true,,,amplification,,"""But c-j also bring their own special sauce to the standard ultra-linear recipe, adding a healthy dollop of tonal sophistication, harmonic development, instrumental texture, and a well-developed sense of acoustic\_space.""",,"'Classic 62SE'",Review,1689870414,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Steve Huff Reviews'",,true,true,product,,,,,true,,,,classic-98,,,0723ad88-12e5-4ac4-b835-f7e625d7446b,3,"'https://www.stevehuffphoto.com/2023/09/07/the-rel-classic-98-subwoofer-review-vintage-modern/#:~:text=It''s%20fun%20to%20look%20at,It''s%20such%20a%20beautiful%20sub.'",false,70535a3a-d216-402b-8c58-eef0130d4462,,,,,1399,subwoofers,,Classic98_Walnut_TQ-cropped-e1693420168213-796x900.png,,"'It’s fun to look at, and to listen to. It offers up tight and punchy bass that has a rounder feel and vibe to it, and it can kick some serious bass energy into your room. I love the tonal colors coming out of this box and it suits my preferences perfectly. It’s such a beautiful sub.'","'Steve Huff Reviews'","'It’s fun to look at, and to listen to. It offers up tight and punchy bass that has a rounder feel and vibe to it, and it can kick some serious bass energy into your room. I love the tonal colors coming out of this box and it suits my preferences perfectly. It’s such a beautiful sub.'",,,80,true,,,speakers,,"'It’s fun to look at, and to listen to. It offers up tight and punchy bass that has a rounder feel and vibe to it, and it can kick some serious bass energy into your room. I love the tonal colors coming out of this box and it suits my preferences perfectly. It’s such a beautiful sub.'",,"'Classic 98'",Review,1697224480,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,"'Tone Publication'",,true,true,product,,,,,true,,,,classic-99,,,m7579ggp,3,'https://www.tonepublications.com/distilled/the-rel-classic-99-its-more-than-more/?_ga=2.58356584.379335927.1739563398-716501468.1733264358',false,70535a3a-d216-402b-8c58-eef0130d4462,,,,,1899,subwoofers,,th.jpg,,"'Tracks that don’t have as much low frequency information impress just as much as the ones that do. That’s the magic of the REL Classic 99. Perfect for those of you who love the Classic 98 but feel you needed significantly more due to either using larger speakers or having a bigger room than the 98 could handle.'","'Tone Publication'","'Tracks that don’t have as much low frequency information impress just as much as the ones that do. That’s the magic of the REL Classic 99. Perfect for those of you who love the Classic 98 but feel you needed significantly more due to either using larger speakers or having a bigger room than the 98 could handle.'",,,200,true,,,speakers,,"""Tracks that don’t have as much low frequency information impress just as much as the ones that do. That’s the magic of the REL Classic 99.\_Perfect for those of you who love the Classic 98 but feel\_you needed significantly more due to either using larger speakers or having a bigger room than the 98 could handle.\_The Classic 99\_reminds me a\_lot\_of the old Stentor II\_of\_the late 90’s, though that\_old\_heavyweight weighed in at\_around 100 pounds and cost $6,000 back then.\_Highly Recommended.""",,"'Classic 99'",Review,1739563698,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,Hi-Fi+,,true,true,product,,,,,true,,,,classic-legend-380i-1-meter-rca-or-xlr,,,D0Qb1s9A,,'https://r2n9q8k4.rocketcdn.me/wp-content/uploads/2021/10/HIFI200-Siltech_HR.pdf',false,483206e4-f3b8-4eb2-a0a6-d71b611590f6,,,,,1695,interconnects,,380i_rca_phono_a.jpg,,"'By virtue of its build and (complete absence of) sound, you know you are on to a winner. And the Siltech Cables Classic Legend is certainly a winner. I’ll drink to that!'",Hi-Fi+,"'By virtue of its build and (complete absence of) sound, you know you are on to a winner. And the Siltech Cables Classic Legend is certainly a winner. I’ll drink to that!'",,,60,true,,,cables,,"'By virtue of its build and (complete absence of) sound, you know you are on to a winner. And the Siltech Cables Classic Legend is certainly a winner. I’ll drink to that!'",,"'Classic Legend 380i, 1M, RCA or XLR'",Review,1751474225,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,classic-legend-380l-8-spades-or-bananas,,,7bd4face-0482-49cc-9e9f-e149d3cb0efe,,,false,483206e4-f3b8-4eb2-a0a6-d71b611590f6,,,,,3855,speaker-cables,,siltech-classic-legend-380l-3-xxl.jpg,,,,,,,100,true,,,cables,,'2',,"""Classic Legend 380L, 8', Spades or Bananas""",text,1751488599,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,classic-legend-680i-1m-rca-or-xlr,,,a10cb5e7-6bc2-4355-b358-85bbc83ef38a,,,false,483206e4-f3b8-4eb2-a0a6-d71b611590f6,,,,,2775,interconnects,,siltech_680i_xlr.jpg,,,,,,,80,true,,,cables,,'2',,"'Classic Legend 680i, 1M, RCA or XLR'",text,1751474309,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,classic-legend-680l-8-spades-or-bananas,,,8a57d940-acae-4137-a967-f8edb5429dbd,,,false,483206e4-f3b8-4eb2-a0a6-d71b611590f6,,,,,6005,speaker-cables,,siltech-classic-legend-680l-2.jpg,,,,,,,150,true,,,cables,,"'Improved insulation and shielding, plus substantially thicker conductors, give this class-leading middle-range speaker cable a power handling of 800W.'",,"""Classic Legend 680L, 8', Spades or Bananas""",text,1751488928,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,classic-legend-880i-1m-xlr-or-rca,,,f765dc53-ff3f-4619-a4d9-a1bf404e0b6c,,,false,483206e4-f3b8-4eb2-a0a6-d71b611590f6,,,,,4825,interconnects,,artboard1_62299e7b-7656-4d5e-ac3f-bf735a3efb87_1920x.webp,,,,,,,100,true,,,cables,,"'The latest in a long line of Classic cables stretching back thirty years, Classic Legend boasts vanishingly low distortion and exceptional interference rejection considering its accessible price. It’s this combination of superconductivity and relative immunity to electrical and mechanical noise that makes it sound so special.'",,"'Classic Legend 880i, 1M, XLR or RCA'",text,1751474345,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,classic-legend-880l-8-spades-or-bananas,,,356ccfb6-aaf6-4e80-abfd-c5403de71339,,,false,483206e4-f3b8-4eb2-a0a6-d71b611590f6,,,,,10870,speaker-cables,,380l_c.jpg,,,,,,,200,true,,,cables,,"'The top-of-the-range speaker cable in this series is rated up to 1,800W, thanks to even better conductors, insulation and shielding – for superlative sound.'",,"""Classic Legend 880L, 8', Spades or Bananas""",text,1751489165,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
,,,true,true,product,,,,,,,,,clear-beyond-1m-rca-or-xlr,,,0e8b30c7-3629-472d-a5e7-4cac8e8da7ed,,,false,b5cd6fa7-56d5-47e2-bc9c-dc6d35811c0f,,,,,5500,interconnects,,eng_pl_cardas-clear-beyond-interconnect-rca-5246_3.jpg,,,,,,,100,true,,,cables,,"'Clear Beyond Interconnect, our ultimate flagship interconnect and a marvel of modern cable design, features our most advanced Matched Propagation Conductors. Clear Beyond Interconnect brings noteworthy improvements in spatial imaging, dynamics, and low frequency impact while retaining the classic Cardas musicality. Clear Beyond Interconnect builds on over 30 years of Cardas Audio’s relentless dedication to the perfection of high performance cables. Superior shielding and advanced air-tube suspension geometry result in an O.D. of .511”, which necessitates the use of our XRCA 13 adaptor for single-ended termination, and a re-designed CG XLR for balanced cables. More than anything, Clear Beyond Interconnect is musical. Tonal balance is completely neutral with unsurpassed speed and transparency. Each pair is made to order and hand terminated only by our senior technicians.'",,"'Clear Beyond, 1M, RCA or XLR'",text,1751486068,87ca4130-78f3-4ed1-8b64-aa552d3d08a8
